puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Spencer Showalter,Spencer Showalter,A lone greaser and his cyborg sidekick thwart a syrup-junkie Sheriff's plan to overthrow a desolate town.,14,Accion,forcer baby,2015
-,-,Tanner Boyajian,Paddy Doheny,"Three dysfunctional siblings find a cache of rare guns amidst their deceased Dad's belongings. When an obsessed gun collector arrives, the siblings must prepare for battle.",12,Accion,sons of guns,2015
nan,-,Adriel Jimenez,Adriel Jimenez,"The Z-Squad, a monster-battling task force, must defend their city from a giant rampaging beast while facing the even more daunting task of living up to the legacy of their predecessor.",10,Accion,kaijutsu: super battle for the ultimate fate of the world - z-squad super scientists vs. uroja,2015
nan,5.9,Ryan James,Ryan James,"A superhero romance surrounding a war waged between Capes and Masks, one of which questions his arch rivalry after the planet's inhabitants become powerless for one night.",35,Accion,super'mance,2015
nan,7.4,John Baran,Israel Marquez,Two friends live the life of crime till one of them wants to quit. One has to make a decision between friends or the love of his girl.,39,Accion,no sunshine,2015
nan,9.8,"['Melanie Star Scot', 'David Topp']","['Melanie Star Scot', 'David Topp', 'Cate Sanford']",An impulsive act by a group of thrill-seeking teenagers sets in motion a chain of events that will change many lives.,23,Accion,sangria lift,2015
nan,-,Marcus Kempton,Marcus Kempton,"""Avenging your squad's death? Just another day in Paradise. It's HAMMER time!""",15,Accion,"peace, love, unity, retribution",2015
nan,-,Matthew Gordon Levandoski,Matthew Gordon Levandoski,Two brothers are hired to complete a task and everything goes according to plan.,17,Accion,the thin brothers visit room 213,2015
nan,-,Blake Lyons,Blake Lyons,"Valedeathtorian is the story of one very unfortunate student, Justin Scholar, during his last days in high school. Justin is a gentleman and a scholar who is more concerned with his studies than his social status. He wants nothing more than to fulfill a longstanding family tradition and finally make his parents proud by becoming class Valedictorian. Unfortunately for ... Leer todo",-,Accion,valedeathtorian,2015
nan,-,Edith Fabritius Tvede,Edith Fabritius Tvede,"Mrs. Winther and Georgina have had enough; buried alive at the compulsory nursing home they have been left at, they decide to break out and decide for themselves how they want to spend the last years of their lives. Being cunning, clever and true to themselves and their age, they escape, but quickly find out that age is catching up.",16,Accion,fru winthers sidste vilje,2015
nan,-,Massimo My,"['Dalia Kandalaft', 'Paul Darmanin', 'Walter Lobina']",A new touristic attraction opening in late 2014 that presents an exciting docudrama about the shipwreck of Saint Paul and his three month stay in Malta.,35,Accion,the shipwreck,2015
nan,-,Jeremy Phoenix Williams,Jeremy Phoenix Williams,"A sellsword is hired as a guard transporting an arrogant prisoner, but his partner, a cruel knight, doesn't value his sword as much as the bard does. On the Sale of Swords is the next short film created by director Jeremy 'Phoenix' Williams under his Ashes Rising Films brand, creator of Witchbane: Hunters. With fight choreography by Eric Weiss.",10,Accion,on the sale of swords,2015
nan,-,Ryan Pace,Ryan Pace,"Lost behind enemy lines, two American soldiers struggle to elude a German patrol. A heroic story of ordinary men forced to make extraordinary decisions.",14,Accion,the long way out,2015
nan,-,Vincent Chan,Vincent Chan,Jim Chan takes a walk outside as it begins to snow. Whilst asleep later that evening he develops a fever and has a nightmare about fighting another martial artist.,-,Accion,fight the fever,2015
nan,-,Charmain Johnson,Charmain Johnson,"At the age of 16, Chase Miller has been passed from foster home to foster home his entire life. Once he arrives at his newest foster home and he is pushed to the brink of madness and desperation by a bully, Chase makes a difficult decision that will change the course of his life forever.",8,Accion,runaways: chase's story,2015
nan,7.9,Philippe Tullio,"['Philippe Tullio', 'Jérémy Minui']","Semerkhet, a cruel and seemingly unchallengeable master, reigns as King over the Three Kingdoms. But when his little brother Jaya, learns that Semerkhet has forced princess Cassiopeia into marriage and that she is still alive, he makes it his mission to escape the prison his brother put him in and return balance to the kingdoms.",-,Accion,jaya,2015
15,4.1,Katie Smith,Katie Smith,"After the death of his wife, a father finds out his son is gay and confronts him leading to devastating consequences.",20,Accion,crossroads,2015
nan,6.6,"['D.Y. Sao', 'Wen Ren']","['Scott Eriksson', 'John Wusah']","In the middle of their mission, Billy confronts his partner Larry about his date last night with his long time girlfriend. Bodies are flying, people are dying, Billy can't believe that Larry doesn't date Asian girls.",8,Accion,the scuttlebutt assassins,2015
93,6.7,Olly Williams,Olly Williams,An uptight getaway driver waiting outside a bank robbery has three nerve shredding minutes to get through before his crew returns. All he has to do is focus.,7,Accion,the fly,2015
nan,-,Raed Abbas,"['Raed Abbas', 'Dan Abrams', 'Malcolm Galloway']",A retro-virus drastically extends the lifespan of those who catch it. Should a cure be found?,7,Accion,unreliable,2015
nan,8.6,Mimo Garcia,Mimo Garcia,"A small village, which is about to be lost. Rich people only want money from Nasalevtsi. Villagers must be unite. Will they can?",28,Accion,nasalevtsi: poor against rich,2015
nan,-,Mylene Savoie,Mylene Savoie,"World premiere. Even criminals can't always choose their work colleagues. Mrs Fox will have to improvise to get the job done, the job of her lazy partner. Tar And Tea is a dark comedy, a gangster movie.",9,Accion,tar and tea,2015
nan,7.2,Robert Brinkmann,Sean Sellars,"An actor tries to scare off the new boyfriend of his buddy's ex-girlfriend by reprising his role as a tough guy in a bad TV movie, but the new boyfriend turns out to be a brutal mobster.",24,Accion,cindy's new boyfriend,2015
nan,6.0,Leo Kei Angelos,"['Leo Kei Angelos', 'Kristen Brancaccio']",-,13,Accion,mockingjay: burn,2015
nan,6.7,Joseph Chen-Chieh Hsu,Joseph Chen-Chieh Hsu,"A 13 years old girl who works for a gang as a street vendor. Her dream is to move to a place in the south for pursuit of a better life. One day, when she attempts to secretly get on a train, her boss notices and gets rid of her train ticket. When she feels like there's no way out, she meets a street monk, who begs for money on the street in a vow of silence. Intrigued... Leer todo",20,Accion,the lobster kid,2015
nan,-,Tricia Hagoriles,Tricia Hagoriles,"A shy, hermit-like illustrator does everything she can to avoid a courier that is having an igniting effect on her unique heart condition in which it glows through her chest whenever she gets nervous.",15,Accion,beat,2015
80,-,James Boss,"['James Boss', 'Jung Woo Kim', 'Jee Sung Ryu']",A tragic story of a vampire's journey into the underworld of South Korea.,30,Accion,eternity,2015
nan,7.4,Marco Huertas,Kike BarberáMarco Huertas,One summer night wild animals spread terror at a Barcelona suburbia. A group of cops must rescue a baby from a beast that entered one of the houses.,12,Accion,las bestias,2015
nan,4.8,Tia Cherie Polite,Tia Cherie Polite,"4,000 thousand years ago an ancient and powerful artifact capable of amplifying the dark side present in any force user to terrifying levels went missing and was presumed lost...until now. Its location has been discovered by the Sith on a remote planet and is theirs for the taking. All they have to do is defeat a small group of Jedi who have settled there. But, when t... Leer todo",38,Accion,dark awakening: a star wars fan film,2015
nan,-,Beren Allen,Beren Allen,"Statues is an action packed thriller about two young adventurers who, after discovering a mysterious clock with the ability to freeze people in time, must fight for their lives as they are chased by guerrilla forces desperate to obtain the clock and its powers.",10,Accion,statues,2015
nan,7.1,Igor Pecenjev,Igor Pecenjev,Dusko and Johnny are on a personal mission in the name of ideals and all they want is to revenge against the Nazi's. Double-O unveils the life of a real WWII hero and a true inspiration for Ian Fleming's James Bond 007.,29,Accion,double-o,2015
nan,-,Brent Cote,"['Brent Cote', 'America Young']","With mankind on the brink of extermination by a mysterious group pulling the strings, people have the choice to partake in elaborate testing in hopes that they will be selected to an elite group of people who will be spared.",12,Accion,selection,2015
21,-,Robin Rigault,Robin Rigault,A young couple are driven to face what the moving images are doing to them.,3,Accion,sabotage,2015
nan,-,Jake Sleet,"['Jake Sleet', 'Homer Todiwala']","At the headquarters of a group of egotistical superheroes, a put upon caretaker must do his best to convince them that the UK needs saving.",12,Accion,"mop, bucket and cape",2015
nan,-,Isiah Miller,Isiah Miller,"After witnessing her boyfriend's murder at the hands of two animal mask wearing criminals, a young woman teams up with a mysterious older man to take them out.",34,Accion,monsters,2015
92,6.7,Richard Gray,Lee Zachariah,"In the midst of the Cold War, a Soviet soldier makes his way across the Bering Strait to the frozen shores of Alaska. When he is found by an armed hunter, he must convince her, without being able to speak English, that he is a genuine defector.",9,Accion,cold war,2015
nan,9.4,Antonio Chavez Trejo,"['Ragnhild Bjoerge', 'Antonio Chavez Trejo']","Lucy, a young police trainee, suffers from panic attacks when she sees blood created by the physical abuse she receives from her boyfriend Derek. Little than she knows, the struggle to overcome this trauma will become a matter of life and death.",-,Accion,bloody luck,2015
nan,6.6,Daniel Drummond,Daniel Drummond,"In a desolate place, a discovery by a mysterious entity sets in motion a chase through abstract space. As two organisms fight for the light amidst the darkness, their story reveals the always volatile nature of power.",8,Accion,chiaroscuro,2015
83,6.4,Alonso Alvarez,"['Alonso Alvarez', 'Ricardo Colorado', 'Alejandro Monteverde']",In the harshness of the Arizona desert a Mexican man and his son are faced with a major crisis of conscience as they try to cross the border illegally.,14,Accion,the walk,2015
nan,-,Stephen Ryan,Stephen Ryan,"With pen and paper a quiet, retiring man reaches out to his one true love. But writing the perfect love letter is only half the battle.",6,Accion,rip it up and start again,2015
nan,-,Nelson Ikea,Dianna Ippolito,-,-,Accion,italian kiss,2015
nan,4.8,"['Gabrielle Lim', 'Jean Parsons']","['Gabrielle Lim', 'Jean Parsons']",Three dancers in Bangkok's red light district take down a sinister new sex trade.,11,Accion,cowboy kill club,2015
nan,-,Jeremy Moss,Jeremy Moss,"A textural experience in layers, scars, and deterioration that combines hand processed, tinted, and toned 16mm imagery with an original sonic score by Jonathan Pfeffer. Both sight and sound ooze and emulate those tangible tremors catalyzed by increasing awareness of loss and decay.",7,Accion,cicatrix,2015
nan,3.3,Tony James,"['Zaria Atlas', 'Adam Carter', 'Tony James']","Femoid is a newly created android with the rare ability to feel. However when she learns her creator, Hal, is giving her to the army as a weapon, Femoid and Hal fight it out, only to realize her true purpose afterward.",-,Accion,femoid,2015
nan,-,Tony Armer,Tony Armer,"A middle aged business man exits his car, a gun in his waistband he grasps something not quite recognizable in his hand, he walks slowly and almost zombie like through a park and to the edge of a pond where a gator suns itself near the edge. The man pulls the gun from his waistband, revealed in his other hand is a dog collar, he slowly approaches the gator and points ... Leer todo",4,Accion,a time to,2015
nan,8.0,Steven Paul Judd,"['Tvli Jacob', 'Steven Paul Judd', 'Ken Kristensen']","Ronnie BoDean is a larger-than-life ""toughman"" suffering from a mean hangover. When his neighbor is jailed, his native warrior's need to teach takes over so he shows her two precocious kids modern ""survival skills"".",12,Accion,ronnie bodean,2015
22,-,Chandler George Brown,Chandler George Brown,An Ex- US Special Forces agent kills a young man's father who was in the CIA. The young man then goes on a journey to get some revenge.,-,Accion,hero,2015
nan,-,Stewart Sparke,"['Paul Butler', 'Lawrance Edmonds']","An aged chieftain (Welch) faces certain death in the Hólmganga - a duel against a warlord (Vali). Welch's son Frey is determined to save his father, but in coming to his rescue he sets off a chain of events that could destroy them all.",11,Accion,hólmganga,2015
-,7.1,Geoff O'Rourke,Geoff O'Rourke,The pilot of a massive starship a young girl holds more power than she will ever know.,15,Accion,blood and steel,2015
nan,6.8,Sy Cody White,Craig Helfer,Sully comes to Nate with a job after many years: steal a spyglass and bring it to the mysterious Bill Drummond.,11,Accion,uncharted: whence the devil came,2015
-,7.0,"['Roman Kälin', 'Falko Paeper', 'Florian Wittmann']","['Roman Kälin', 'Falko Paeper', 'Florian Wittmann']",-,5,Accion,wrapped,2015
-,6.8,Kristina Jaeger,"['Michael Fritzsche', 'Kristina Jaeger', 'Andreas Tetz']","The short film 'Dustin' is an animated comedy about a pug who, much to his chagrin, has to arrange with an automatic cleaning robot as his new roommate.",8,Accion,dustin,2015
